file,class,Lmax,J_leak,EQE_100,Eplateau,noiseL,offL,L_min_trust
2021-08-31_GE_d23_p1_jvl_eval.csv,reliable,1136.85,0.00108,0.21,0.18,0.1135619128305106,-0.0997238900389887,1.0
2021-08-31_GE_d23_p4_jvl_eval.csv,reliable,1072.33,0.00158,0.21,0.18,0.0753622202414023,-0.680469471689898,1.0
2021-08-31_GE_d23_p5_jvl_eval.csv,reliable,1064.25,0.0052,0.22,0.19,0.1469398671865081,0.0475155197924941,1.0
2021-08-31_GE_d23_p8_jvl_eval.csv,reliable,1103.26,0.00163,0.22,0.19,0.1036223484000118,-0.2452029501654416,1.0
2021-08-31_GE_d24_p1_jvl_eval.csv,reliable,598.87,0.00071,0.19,0.17,0.2115634446544763,0.1551486599322189,2.0
2021-08-31_GE_d24_p4_jvl_eval.csv,marginal,466.38,0.00049,0.17,,,,
2021-08-31_GE_d24_p5_jvl_eval.csv,reliable,842.86,0.0011,0.17,0.15,0.1466815776623338,0.1304394744799358,1.0
2021-08-31_GE_d31_p1_jvl_eval.csv,leaky,568.74,0.13269,0.120072459929338,0.1,1.0557632213296608,2.788083848746996,11.0
2021-08-31_GE_d31_p4_jvl_eval.csv,reliable,675.9,0.00611,0.13,0.11,0.4853579143930934,-0.4078419551644807,5.0
2021-08-31_GE_d31_p5_jvl_eval.csv,leaky,775.3,0.35611,0.13,0.105,0.2962504367487835,-0.809844013983003,3.0
2021-08-31_GE_d31_p8_jvl_eval.csv,leaky,481.85,0.24411,0.114479965486173,,,,
2021-08-31_GE_d32_p5_jvl_eval.csv,reliable,602.26,0.00206,0.14,0.12,0.1604564890214037,0.3072725482701087,2.0
2021-08-31_GE_d32_p8_jvl_eval.csv,reliable,636.63,0.00104,0.15,0.12,0.3007842758720166,0.1530210760802689,3.0
2021-08-31_GE_d33_p1_jvl_eval.csv,leaky,1569.44,1.1196,0.26,0.22,0.214498258179133,0.5683046089880536,2.0
2021-08-31_GE_d33_p4_jvl_eval.csv,reliable,1801.06,0.00314,0.2588905195843838,0.21,0.0948281798940197,-0.0337607173332972,1.0
2021-08-31_GE_d42_p4_jvl_eval.csv,reliable,568.57,0.00173,0.14,0.12,0.2963339691560855,-0.0657346907807987,3.0
2021-08-31_GE_d42_p8_jvl_eval.csv,reliable,509.04,0.00107,0.12,0.105,0.2265093182354006,-0.312240539181339,2.0
2021-08-31_GE_d43_p1_jvl_eval.csv,reliable,1069.18,0.00032,0.2128397219185771,0.18,0.3358097693855696,0.214766810967751,3.0
2021-08-31_GE_d43_p5_jvl_eval.csv,leaky,1080.9,1.81934,0.2,0.18,0.2261457141302089,-0.1247968123573043,2.0
2021-09-02_210901_d11_p1_jvl_eval.csv,reliable,5180.05,8e-05,3.941785078484746,4.25,1.2986490251881562,0.6979264991465512,13.0
2021-09-02_210901_d11_p4_jvl_eval.csv,reliable,5334.55,0.00025,4.3647194199738735,4.59,1.007124399860193,-2.4687127597832346,10.0
2021-09-02_210901_d11_p5_jvl_eval.csv,reliable,5113.68,8e-05,4.553645029374142,4.535,0.8060080621046369,0.5356176921130689,8.0
2021-09-02_210901_d11_p8_jvl_eval.csv,reliable,5299.73,0.00126,4.389760168334798,4.53,0.88028332987706,0.3100091079374993,9.0
2021-09-02_210901_d12_p1_jvl_eval.csv,dead,0.0,108.17256,,,,,
2021-09-02_210901_d12_p4_jvl_eval.csv,reliable,4685.52,0.00021,4.627467475279456,4.64,1.0995945248287096,1.6605273434987204,11.0
2021-09-02_210901_d12_p5_jvl_eval.csv,reliable,4711.06,0.00549,4.413595699828273,4.615,0.4016063417992144,-0.6730526491937348,4.0
2021-09-02_210901_d12_p8_jvl_eval.csv,reliable,4788.53,7e-05,4.547082632028798,4.62,0.656073593815814,-1.365758819615425,7.0
2021-09-02_210901_d13_p1_jvl_eval.csv,reliable,10020.32,0.00763,4.261703301538678,4.43,0.2461500949252344,0.4069719100064281,2.0
2021-09-02_210901_d13_p4_jvl_eval.csv,reliable,10288.54,0.00013,4.226346684438946,4.45,0.8821088858048948,-0.5934331516787356,9.0
2021-09-02_210901_d13_p5_jvl_eval.csv,reliable,10130.21,0.00014,4.304232213208638,4.46,0.6558117979301862,0.0437778508042335,7.0
2021-09-02_210901_d13_p8_jvl_eval.csv,reliable,9931.02,0.00013,4.321148122608318,4.42,0.7327426665943395,-0.7977297360123672,7.0
2021-09-02_210901_d14_p1_jvl_eval.csv,reliable,9012.15,0.00097,4.204386097691229,4.45,0.6174430226623151,0.1503704643008743,6.0
2021-09-02_210901_d14_p4_jvl_eval.csv,reliable,8700.16,0.00479,4.1254624759982415,4.355,0.9596007431730428,0.7054614817163202,10.0
2021-09-02_210901_d14_p5_jvl_eval.csv,reliable,8032.29,0.00012,4.355223252840898,4.455,0.5814947046722869,-0.5023014932199446,6.0
2021-09-02_210901_d14_p8_jvl_eval.csv,reliable,8088.37,0.00014,4.271192888402348,4.42,0.8698580311958966,0.4319150238934052,9.0
2021-09-02_210901_d21_p1_jvl_eval.csv,leaky,147.77,100.70063,0.02,,,,
2021-09-02_210901_d21_p4_jvl_eval.csv,reliable,4836.47,8e-05,4.370773380971452,4.484999999999999,0.7801268847589687,0.9868138787315148,8.0
2021-09-02_210901_d21_p5_jvl_eval.csv,reliable,4847.85,6e-05,4.084814086126464,4.365,0.940053667420696,-0.1457039894315116,9.0
2021-09-02_210901_d21_p8_jvl_eval.csv,leaky,370.96,82.95363,0.02,,,,
2021-09-02_210901_d22_p1_jvl_eval.csv,reliable,4904.93,8e-05,4.183923293620876,4.45,1.064648798523424,-1.6551845184599114,11.0
2021-09-02_210901_d22_p4_jvl_eval.csv,reliable,4862.4,0.00041,4.613080521761052,4.585,0.8744060322985733,0.9884666100347778,9.0
2021-09-02_210901_d22_p5_jvl_eval.csv,reliable,4533.53,0.00189,3.42202306462362,4.025,0.6571407682963588,0.6667179722795078,7.0
2021-09-02_210901_d22_p8_jvl_eval.csv,reliable,4738.81,0.00014,4.491820171199795,4.53,0.7082681812798968,0.786130309816518,7.0
2021-09-02_210901_d23_p1_jvl_eval.csv,reliable,9050.65,0.00022,4.235001141582041,4.4,0.727957762246352,-2.0237003952283046,7.0
2021-09-02_210901_d23_p4_jvl_eval.csv,reliable,10083.91,0.00096,4.331202871112321,4.51,0.9496210891505068,-0.0739176274529269,9.0
2021-09-02_210901_d23_p5_jvl_eval.csv,reliable,9709.55,0.00184,4.237029016283669,4.4,1.1140963267034696,-1.7395293539961736,11.0
2021-09-02_210901_d23_p8_jvl_eval.csv,reliable,9684.59,0.00019,4.332638853663904,4.45,1.1488589535426792,-0.752317264624743,11.0
2021-09-02_210901_d24_p1_jvl_eval.csv,reliable,10252.71,0.00031,3.956100887700493,4.26,0.8190864900607318,0.5279361673288883,8.0
2021-09-02_210901_d24_p4_jvl_eval.csv,reliable,10596.78,0.00217,3.943413491587484,4.29,0.5888712469375208,0.7342364613600072,6.0
2021-09-02_210901_d24_p5_jvl_eval.csv,reliable,10542.28,0.00771,3.788000485049896,4.29,0.2467452184682712,0.7667252340955163,2.0
2021-09-02_210901_d24_p8_jvl_eval.csv,reliable,10313.94,0.003,4.0207055504322,4.28,0.7104169500306434,-0.1202069304691803,7.0
2021-09-02_210901_d32_p1_jvl_eval.csv,leaky,73.02,9.79006,,,,,
2021-09-02_210901_d32_p4_jvl_eval.csv,leaky,60.26,0.32356,,,,,
2021-09-02_210901_d32_p5_jvl_eval.csv,leaky,64.41,4.62852,,,,,
2021-09-02_210901_d32_p8_jvl_eval.csv,leaky,66.12,1.01274,,,,,
2021-09-02_210901_d33_p1_jvl_eval.csv,reliable,1201.19,0.00021,2.7695430667464875,2.69,0.5953895393105154,1.4507638970196048,6.0
2021-09-02_210901_d33_p4_jvl_eval.csv,leaky,1051.92,0.12621,1.962970702788233,,,,
2021-09-02_210901_d33_p5_jvl_eval.csv,leaky,1102.41,1.01118,1.7521033165890996,,,,
2021-09-02_210901_d33_p8_jvl_eval.csv,leaky,1056.57,0.08416,2.49,,,,
2021-09-02_210901_d34_p1_jvl_eval.csv,marginal,430.74,0.00454,2.532765920982244,,,,
2021-09-02_210901_d34_p4_jvl_eval.csv,leaky,410.7,0.79965,0.6433935263081971,,,,
2021-09-02_210901_d34_p5_jvl_eval.csv,marginal,443.01,0.00031,2.748041822132397,,,,
2021-09-02_210901_d34_p8_jvl_eval.csv,leaky,433.02,0.39318,1.6991111494926583,,,,
2021-09-02_210901_d43_p1_jvl_eval.csv,leaky,54.65,1.02812,,,,,
2021-09-02_210901_d43_p4_jvl_eval.csv,dim,60.45,0.00861,,,,,
2021-09-02_210901_d43_p5_jvl_eval.csv,dim,58.65,0.00066,,,,,
2021-09-02_210901_d43_p8_jvl_eval.csv,leaky,51.95,0.74693,,,,,
2021-09-02_210901_d44_p1_jvl_eval.csv,leaky,1301.19,0.06853,2.0996805384583177,,,,
2021-09-02_210901_d44_p4_jvl_eval.csv,leaky,1438.31,0.81146,2.1197974450261032,,,,
2021-09-02_210901_d44_p5_jvl_eval.csv,leaky,1509.0,0.06865,2.17167019173702,,,,
2021-09-02_210901_d44_p8_jvl_eval.csv,leaky,1252.57,2.68144,0.735681702016235,,,,
2021-09-08_210907_d11_p1_jvl_eval.csv,leaky,3215.65,0.03134,1.106394372982884,1.55,0.4214862655362141,0.5918988368375053,4.0
2021-09-08_210907_d11_p4_jvl_eval.csv,leaky,3790.42,1.05589,1.1189702149209693,1.585,0.5623044409547513,0.5117330105491584,6.0
2021-09-08_210907_d11_p5_jvl_eval.csv,leaky,3527.67,0.04661,1.1635179473771615,1.64,0.4769046932548632,-0.7575768966256078,5.0
2021-09-08_210907_d11_p8_jvl_eval.csv,leaky,3741.11,0.08621,1.0869020238349538,1.58,0.464255115876638,0.4302290916527455,5.0
2021-09-08_210907_d12_p1_jvl_eval.csv,leaky,4034.73,0.01356,1.2575837271140786,1.735,0.4935838911090169,-1.5713255893849107,5.0
2021-09-08_210907_d12_p8_jvl_eval.csv,leaky,3750.13,0.02048,1.2492662960937615,1.71,0.5118080257385286,0.581815486872729,5.0
2021-09-08_210907_d13_p1_jvl_eval.csv,leaky,3886.65,0.0146,1.296310991667791,1.745,0.3586654027234257,0.0969156774406061,4.0
2021-09-08_210907_d13_p4_jvl_eval.csv,reliable,4048.84,0.00951,1.28972671254657,1.725,0.7347880422582619,-0.3107001396766664,7.0
2021-09-08_210907_d13_p5_jvl_eval.csv,leaky,3843.15,0.01815,1.2529392922751272,1.69,0.434343224332343,-0.1339714539210759,4.0
2021-09-08_210907_d13_p8_jvl_eval.csv,reliable,3645.42,0.00854,1.3387904179564545,1.75,0.4141503309156151,1.4736881185773587,4.0
2021-09-08_210907_d14_p1_jvl_eval.csv,leaky,1544.67,0.04897,1.0983778210584487,1.53,0.4071173070421195,0.1335886396146984,4.0
2021-09-08_210907_d14_p4_jvl_eval.csv,leaky,3578.51,0.07854,1.0844890388083548,1.56,0.1670805947098854,0.5035259785570431,2.0
2021-09-08_210907_d14_p5_jvl_eval.csv,leaky,3535.68,0.03127,1.1604505977600446,1.59,0.3642486414362306,0.1759772698009588,4.0
2021-09-08_210907_d14_p8_jvl_eval.csv,leaky,3604.94,0.1951,0.99406022628914,1.485,0.605055093267843,1.0263206254616144,6.0
2021-09-08_210907_d21_p1_jvl_eval.csv,reliable,2353.3,0.00384,0.6860736917656821,0.86,0.7099680246002374,-0.6561488436705101,7.0
2021-09-08_210907_d21_p4_jvl_eval.csv,reliable,2228.1,0.00355,0.6649736513811835,0.83,0.6278450420286658,-0.3769043973969121,6.0
2021-09-08_210907_d21_p5_jvl_eval.csv,reliable,2099.21,0.0063,0.6367267663900179,0.81,0.8482137771042447,0.476089626938312,8.0
2021-09-08_210907_d21_p8_jvl_eval.csv,reliable,2330.99,0.00757,0.6555511276767958,0.83,0.803643145775285,1.568652346112958,8.0
2021-09-08_210907_d22_p1_jvl_eval.csv,reliable,1928.63,0.00427,0.7015381495089047,0.85,0.9361669788186894,-0.9002138386661203,9.0
2021-09-08_210907_d22_p4_jvl_eval.csv,reliable,1608.25,0.00506,0.7137082655274252,0.845,0.2893258032936042,0.9703183693269788,3.0
2021-09-08_210907_d22_p5_jvl_eval.csv,leaky,2005.22,0.01294,0.6773142207563413,0.82,0.6694185304838062,-1.416438135914218,7.0
2021-09-08_210907_d22_p8_jvl_eval.csv,reliable,2057.96,0.00256,0.6904658836229185,0.84,0.8598588057350999,0.5719938489250579,9.0
2021-09-08_210907_d23_p1_jvl_eval.csv,reliable,2233.5,0.0042,0.7013009023996607,0.85,0.7038858277779134,-0.4829387457017984,7.0
2021-09-08_210907_d23_p8_jvl_eval.csv,reliable,2316.81,0.00826,0.6923797003414192,0.845,0.6800235214176971,-0.4797910846887929,7.0
2021-09-08_210907_d24_p1_jvl_eval.csv,reliable,1224.58,0.00259,0.6590788611830232,0.79,0.7980057028453289,0.6833717950677284,8.0
2021-09-08_210907_d24_p4_jvl_eval.csv,leaky,919.98,0.01196,0.6530473037578179,0.77,0.5184259286054362,0.8051864002263622,5.0
2021-09-08_210907_d24_p5_jvl_eval.csv,reliable,628.24,0.00144,0.6566202224939781,0.735,0.3414228284177758,0.8022191727112331,3.0
2021-09-08_210907_d24_p8_jvl_eval.csv,reliable,1110.78,0.00424,0.64699098990967,0.77,0.4492521839406172,-1.5346094638088064,4.0
2021-09-08_210907_d31_p1_jvl_eval.csv,reliable,2319.33,0.0007,0.772444191226343,0.97,0.3846849965926084,0.1030270240323878,4.0
2021-09-08_210907_d31_p4_jvl_eval.csv,reliable,2258.41,0.00072,0.766984046215812,0.98,0.7560692372138968,-1.2510419766281369,8.0
2021-09-08_210907_d31_p5_jvl_eval.csv,reliable,1990.16,0.00059,0.8078987821416743,1.01,0.6138183918125572,0.8094977345607457,6.0
2021-09-08_210907_d33_p5_jvl_eval.csv,leaky,1400.93,0.67214,0.6451207027369438,0.81,0.6071719216470961,0.6442941343045415,6.0
2021-09-08_210907_d33_p8_jvl_eval.csv,leaky,1259.2,0.08309,0.7025564861515894,0.83,0.6653972354107653,-0.9439973471719302,7.0
2021-09-08_210907_d34_p4_jvl_eval.csv,reliable,1383.97,0.00269,0.6834669044596178,0.815,0.4748179091836699,1.308851993377376,5.0
2021-09-09_BSBCz cavity 50wt%_d11_p1_jvl_eval.csv,dead,0.0,0.0,,,,,
2021-09-09_BSBCz cavity 50wt%_d11_p2_jvl_eval.csv,dead,0.0,0.0,,,,,
2021-09-09_BSBCz cavity 50wt%_d11_p3_jvl_eval.csv,dead,0.0,1182.86625,,,,,
2021-09-09_BSBCz cavity 50wt%_d11_p4_jvl_eval.csv,dead,0.0,0.02169,,,,,
2021-09-09_BSBCz cavity 50wt%_d11_p5_jvl_eval.csv,dead,0.0,0.01236,,,,,
2021-09-09_BSBCz cavity 50wt%_d11_p6_jvl_eval.csv,dead,0.0,1884.75875,,,,,
2021-09-09_BSBCz cavity 50wt%_d11_p7_jvl_eval.csv,dead,0.0,0.0,,,,,
2021-09-09_BSBCz cavity 50wt%_d11_p8_jvl_eval.csv,dead,0.0,0.0,,,,,
2021-09-09_BSBCz cavity 50wt%_d22_p1_jvl_eval.csv,dead,0.0,0.00366,,,,,
2021-09-09_BSBCz cavity 50wt%_d22_p2_jvl_eval.csv,dead,0.0,9.89785,,,,,
2021-09-09_BSBCz cavity 50wt%_d22_p3_jvl_eval.csv,dead,0.0,0.00117,,,,,
2021-09-09_BSBCz cavity 50wt%_d22_p4_jvl_eval.csv,dead,0.0,1043.80875,,,,,
2021-09-09_BSBCz cavity 50wt%_d22_p5_jvl_eval.csv,dead,0.0,0.00321,,,,,
2021-09-09_BSBCz cavity 50wt%_d22_p6_jvl_eval.csv,dead,0.0,0.00454,,,,,
2021-09-09_BSBCz cavity 50wt%_d22_p7_jvl_eval.csv,dead,0.0,0.00266,,,,,
2021-09-09_BSBCz cavity 50wt%_d22_p8_jvl_eval.csv,dead,0.0,0.00735,,,,,
2021-09-09_BSBCz cavity 50wt%_d33_p1_jvl_eval.csv,dead,0.0,0.00137,,,,,
2021-09-09_BSBCz cavity 50wt%_d33_p2_jvl_eval.csv,dead,0.0,0.00219,,,,,
2021-09-09_BSBCz cavity 50wt%_d33_p3_jvl_eval.csv,dead,0.0,0.0252,,,,,
2021-09-09_BSBCz cavity 50wt%_d33_p4_jvl_eval.csv,dead,0.0,1431.17875,,,,,
2021-09-09_BSBCz cavity 50wt%_d33_p5_jvl_eval.csv,dead,0.0,0.00746,,,,,
2021-09-09_BSBCz cavity 50wt%_d33_p6_jvl_eval.csv,dead,0.0,0.00022,,,,,
2021-09-09_BSBCz cavity 50wt%_d33_p7_jvl_eval.csv,dead,0.0,0.00323,,,,,
2021-09-09_BSBCz cavity 50wt%_d33_p8_jvl_eval.csv,dead,0.0,925.80313,,,,,
2021-09-09_BSBCz cavity 50wt%_d42_p1_jvl_eval.csv,dead,0.0,0.0,,,,,
2021-09-09_BSBCz cavity 50wt%_d42_p2_jvl_eval.csv,dead,0.0,0.00724,,,,,
2021-09-09_BSBCz cavity 50wt%_d42_p3_jvl_eval.csv,dead,0.0,0.02543,,,,,
2021-09-09_BSBCz cavity 50wt%_d42_p4_jvl_eval.csv,dead,0.0,0.00484,,,,,
2021-09-09_BSBCz cavity 50wt%_d42_p5_jvl_eval.csv,dead,0.0,0.00031,,,,,
2021-09-09_BSBCz cavity 50wt%_d42_p6_jvl_eval.csv,dead,0.0,0.00023,,,,,
2021-09-09_BSBCz cavity 50wt%_d42_p7_jvl_eval.csv,dead,0.0,0.00243,,,,,
2021-09-09_BSBCz cavity 50wt%_d42_p8_jvl_eval.csv,dead,0.0,1199.71062,,,,,
2021-09-09_BSBCz cavity 50wt%_d44_p1_jvl_eval.csv,dead,0.0,2.17258,,,,,
2021-09-09_BSBCz cavity 50wt%_d44_p2_jvl_eval.csv,dead,0.0,0.00278,,,,,
2021-09-09_BSBCz cavity 50wt%_d44_p3_jvl_eval.csv,dead,0.0,0.00108,,,,,
2021-09-09_BSBCz cavity 50wt%_d44_p4_jvl_eval.csv,dead,0.0,0.00204,,,,,
2021-09-09_BSBCz cavity 50wt%_d44_p5_jvl_eval.csv,dead,0.0,2513.33687,,,,,
2021-09-09_BSBCz cavity 50wt%_d44_p6_jvl_eval.csv,dead,0.0,2617.69312,,,,,
2021-09-09_BSBCz cavity 50wt%_d44_p7_jvl_eval.csv,dead,0.0,0.00324,,,,,
2021-09-09_BSBCz cavity 50wt%_d44_p8_jvl_eval.csv,dead,0.0,0.00282,,,,,
2021-09-09_CBP with BSBCz_d11_p5_jvl_eval.csv,reliable,1015.23,8e-05,2.807984073773217,2.865,1.991156012848365,-2.629758186376541,20.0
2021-09-09_CBP with BSBCz_d33_p8_jvl_eval.csv,reliable,1871.72,1e-05,2.6111555547320044,2.585,1.890957426335539,1.5273603988110842,19.0
2021-09-09_CBP with BSBCz_d44_p8_jvl_eval.csv,reliable,2148.78,1e-05,2.7618211307491607,2.82,0.9154901131173986,0.2609818031538853,9.0
2021-09-09_RED-PIN-TOP-2nd-MC_d11_p1_jvl_eval.csv,leaky,17840.82,0.03343,14.671304293956029,20.79,0.6884363094795896,0.3488890956836003,7.0
2021-09-09_RED-PIN-TOP-2nd-MC_d11_p4_jvl_eval.csv,leaky,18648.21,0.11866,9.493782869098442,19.02,1.355160801218226,-1.1051763863284751,14.0
2021-09-09_RED-PIN-TOP-2nd-MC_d11_p5_jvl_eval.csv,leaky,19717.22,0.07287,12.038429623133991,21.22,0.686669245019186,0.8884753280827964,7.0
2021-09-09_RED-PIN-TOP-2nd-MC_d12_p1_jvl_eval.csv,leaky,19908.34,0.22236,5.372483571348907,15.21,0.7067252226306758,-0.2164328665889476,7.0
2021-09-09_RED-PIN-TOP-2nd-MC_d12_p4_jvl_eval.csv,leaky,20466.08,0.28862,4.685097502441235,14.72,0.6784745217900543,-1.563833855815005,7.0
2021-09-09_RED-PIN-TOP-2nd-MC_d12_p5_jvl_eval.csv,leaky,20242.8,0.48421,3.097701261687302,11.45,0.6702882095018934,-2.0603565195131464,7.0
2021-09-09_RED-PIN-TOP-2nd-MC_d13_p1_jvl_eval.csv,leaky,19199.5,0.20719,4.9156127409731,13.01,1.491570807348665,0.7128034944208128,15.0
2021-09-09_RED-PIN-TOP-2nd-MC_d13_p4_jvl_eval.csv,leaky,15177.9,0.24043,4.574264297877539,12.47,0.8864674418872789,1.0865302337545597,9.0
2021-09-09_RED-PIN-TOP-2nd-MC_d13_p5_jvl_eval.csv,leaky,19962.24,0.26697,4.7083912078110055,13.57,1.1151759699600248,0.8142789659222173,11.0
2021-09-09_RED-PIN-TOP-2nd-MC_d14_p1_jvl_eval.csv,leaky,17883.07,0.26823,4.351112125089994,11.41,1.13412221249465,-1.248241795632257,11.0
2021-09-09_RED-PIN-TOP-2nd-MC_d14_p4_jvl_eval.csv,leaky,18207.17,0.16324,6.078178850407482,13.8,1.3404461948826378,1.783565623475864,13.0
2021-09-09_RED-PIN-TOP-2nd-MC_d14_p5_jvl_eval.csv,leaky,19065.01,0.31578,4.206580984770232,12.27,0.9626847546913287,-0.9311073270804762,10.0
2021-09-09_RED-PIN-TOP-2nd-MC_d21_p1_jvl_eval.csv,leaky,21894.44,0.03999,14.214969962320586,22.15,1.063376987837025,0.7756525296495079,11.0
2021-09-09_RED-PIN-TOP-2nd-MC_d21_p5_jvl_eval.csv,leaky,20643.19,0.06827,11.14568294415506,20.79,1.0083770511926915,-1.6791824217235147,10.0
2021-09-09_RED-PIN-TOP-2nd-MC_d21_p8_jvl_eval.csv,leaky,19287.28,0.09674,10.050625864306882,19.95,0.9254652850916942,1.2179840780304754,9.0
2021-09-09_RED-PIN-TOP-2nd-MC_d22_p5_jvl_eval.csv,leaky,18506.17,0.09628,10.58372334184966,21.07,0.7171287840834476,1.2369463303711905,7.0
2021-09-09_RED-PIN-TOP-2nd-MC_d22_p8_jvl_eval.csv,leaky,18761.97,0.10154,9.89380917650769,20.49,1.0368023897830576,-2.546422887503183,10.0
2021-09-09_RED-PIN-TOP-2nd-MC_d23_p1_jvl_eval.csv,leaky,20214.66,0.04219,13.40592258043336,20.66,0.718708156263995,1.3076041557094786,7.0
2021-09-09_RED-PIN-TOP-2nd-MC_d23_p5_jvl_eval.csv,leaky,18706.94,0.15491,6.519165980003802,16.13,1.180990574613193,-0.4438218069655841,12.0
2021-09-09_RED-PIN-TOP-2nd-MC_d23_p8_jvl_eval.csv,leaky,19331.86,0.08153,10.273423119371737,19.41,1.2346609278802627,0.164643565219247,12.0
2021-09-09_RED-PIN-TOP-2nd-MC_d24_p1_jvl_eval.csv,leaky,18740.11,0.12414,7.236523306959974,15.82,0.6408645380329951,-2.687867226916824,6.0
2021-09-09_RED-PIN-TOP-2nd-MC_d24_p4_jvl_eval.csv,leaky,18619.46,0.15057,6.543465809802765,14.54,1.1861969933128638,0.5425742026568413,12.0
2021-09-09_RED-PIN-TOP-2nd-MC_d24_p5_jvl_eval.csv,leaky,18834.98,0.07257,9.77964405248383,17.69,0.3598716674653487,-2.7378741601964296,4.0
2021-09-16_210907_d43_p4_jvl_eval.csv,leaky,1859.98,0.05289,0.4536988493814547,0.85,0.4645212039073363,-1.3975326581599403,5.0
2021-09-16_210907_d43_p5_jvl_eval.csv,leaky,2267.75,0.02703,,,,,
2021-09-16_210907_d43_p8_jvl_eval.csv,leaky,3477.65,0.03005,0.8334198032581862,1.09,0.9732455441337752,-1.051305986004204,10.0
2021-09-16_210907_d44_p5_jvl_eval.csv,reliable,1279.83,0.0086,0.5933290617232353,0.77,0.4419743514115134,-0.4181425729716708,4.0
2021-09-19_Red-TrOLEDs-bottom_d11_p1_jvl_eval.csv,marginal,3693.21,0.0003,,,,,
2021-09-19_Red-TrOLEDs-bottom_d11_p2_jvl_eval.csv,marginal,3946.57,0.00075,,,,,
2021-09-19_Red-TrOLEDs-bottom_d11_p3_jvl_eval.csv,marginal,11219.53,0.0004,,,,,
2021-09-19_Red-TrOLEDs-bottom_d11_p7_jvl_eval.csv,marginal,4219.77,0.00027,,,,,
2021-09-19_Red-TrOLEDs-bottom_d11_p8_jvl_eval.csv,marginal,3689.04,0.0008,,,,,
2021-09-19_Red-TrOLEDs-bottom_d12_p3_jvl_eval.csv,marginal,4114.62,0.0006,,,,,
2021-09-19_Red-TrOLEDs-bottom_d12_p4_jvl_eval.csv,marginal,3728.55,0.00082,,,,,
2021-09-19_Red-TrOLEDs-bottom_d12_p5_jvl_eval.csv,marginal,3602.96,0.00032,,,,,
2021-09-19_Red-TrOLEDs-bottom_d12_p6_jvl_eval.csv,reliable,3729.6,0.00022,6.350006216795178,5.99,1.4935074880538433,-3.4890842290094497,15.0
2021-09-19_Red-TrOLEDs-bottom_d21_p1_jvl_eval.csv,reliable,3444.75,0.0003,5.895988647375197,5.86,2.458088740829852,-5.909935255230695,25.0
2021-09-19_Red-TrOLEDs-bottom_d21_p2_jvl_eval.csv,reliable,3667.86,0.0002,6.567275395868862,6.01,1.4167003456083107,0.7387424549444727,14.0
2021-09-19_Red-TrOLEDs-bottom_d21_p7_jvl_eval.csv,marginal,3663.91,0.00025,,,,,
2021-09-19_Red-TrOLEDs-bottom_d21_p8_jvl_eval.csv,reliable,3472.43,0.00035,6.464900633303993,6.04,2.063655901673438,0.9849907649684472,21.0
2021-09-19_Red-TrOLEDs-bottom_d22_p3_jvl_eval.csv,marginal,3859.88,0.00052,,,,,
2021-09-19_Red-TrOLEDs-bottom_d22_p4_jvl_eval.csv,reliable,3494.04,0.00035,6.406384930022614,6.08,2.211691092981843,-1.2267108540210492,22.0
2021-09-19_Red-TrOLEDs-bottom_d22_p5_jvl_eval.csv,reliable,3457.74,0.0004,6.704008262640563,6.06,1.664627412217634,-2.111089098587144,17.0
2021-09-19_Red-TrOLEDs-bottom_d22_p6_jvl_eval.csv,reliable,3623.69,0.00032,6.779042027833345,6.14,1.7553413711931527,2.5104801304745616,18.0
2021-09-19_Red-TrOLEDs-bottom_d31_p3_jvl_eval.csv,marginal,5151.65,0.0006,,,,,
2021-09-19_Red-TrOLEDs-bottom_d31_p4_jvl_eval.csv,marginal,4925.37,0.00035,,,,,
2021-09-19_Red-TrOLEDs-bottom_d31_p5_jvl_eval.csv,marginal,4972.14,0.00035,,,,,
2021-09-19_Red-TrOLEDs-bottom_d31_p6_jvl_eval.csv,marginal,5148.83,0.00075,,,,,
2021-09-19_Red-TrOLEDs-bottom_d32_p1_jvl_eval.csv,marginal,12590.68,0.00055,,,,,
2021-09-19_Red-TrOLEDs-bottom_d32_p2_jvl_eval.csv,marginal,14053.1,0.00155,,,,,
2021-09-19_Red-TrOLEDs-bottom_d32_p7_jvl_eval.csv,marginal,4818.62,0.00055,,,,,
2021-09-19_Red-TrOLEDs-bottom_d32_p8_jvl_eval.csv,marginal,4606.28,0.00035,,,,,
2021-09-19_Red-TrOLEDs-bottom_d41_p4_jvl_eval.csv,marginal,4973.08,0.0005,,,,,
2021-09-19_Red-TrOLEDs-bottom_d41_p5_jvl_eval.csv,marginal,5120.62,0.0004,,,,,
2021-09-19_Red-TrOLEDs-bottom_d42_p1_jvl_eval.csv,marginal,4874.05,0.00067,,,,,
2021-09-19_Red-TrOLEDs-bottom_d42_p2_jvl_eval.csv,marginal,5122.18,0.0035,,,,,
2021-09-19_Red-TrOLEDs-bottom_d42_p7_jvl_eval.csv,marginal,5099.7,0.0007,,,,,
2021-09-19_Red-TrOLEDs-bottom_d42_p8_jvl_eval.csv,marginal,4817.53,0.0005,,,,,
2021-09-19_Red-TrOLEDs-top_d11_p1_jvl_eval.csv,reliable,5624.06,0.00035,10.254728164410798,9.75,1.3102539500607904,2.72899387777244,13.0
